FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,WordCount,SymbolCount,SameyCount,BottomLineDistance,TopLineDistance,Label
image-032,17,789,348,430,351,9.75,22,89,0.24719101123595505,4,11,0,878,314,Image
image-032,18,864,431,288,326,8.1,81,39,2.076923076923077,8,21,0,903,289,Image
image-032,19,789,431,288,426,8.1,81,14,5.785714285714286,4,10,0,803,389,Image
image-032,20,758,431,288,457,8.1,81,14,5.785714285714286,4,10,0,772,420,Image
image-032,21,890,558,150,326,9.2,92,13,7.076923076923077,1,10,0,903,289,Image
image-032,22,864,558,146,351,9.6,96,14,6.857142857142857,1,10,0,878,314,Image
image-032,23,849,582,173,369,9,45,11,4.090909090909091,1,5,0,860,332,Image
image-032,24,833,558,150,384,9.2,92,12,7.666666666666667,1,10,0,845,347,Image
image-032,25,763,576,148,436,9.333333333333334,76,30,2.533333333333333,3,19,0,793,399,Image
image-032,26,890,705,76,326,9.5,19,13,1.4615384615384615,1,2,0,903,289,Image
image-032,27,864,705,77,351,9,18,14,1.2857142857142858,1,2,0,878,314,Image
image-032,28,759,703,77,426,9.5,20,44,0.45454545454545453,2,5,0,803,389,Image
image-032,29,665,73,439,535,8.748251748251748,288,29,9.931034482758621,8,60,0,694,498,Image
image-032,30,675,508,150,540,9.466666666666667,142,14,10.142857142857142,2,15,0,689,503,Image
image-032,31,606,57,666,609,7.7,77,14,5.5,4,10,0,620,572,Image
image-032,32,592,178,518,609,8.844444444444445,104,28,3.7142857142857144,4,21,0,620,572,Image
image-032,33,607,348,433,607,9.5,19,15,1.2666666666666666,1,2,0,622,570,Image
image-032,34,611,432,290,605,7.8,78,13,6,4,10,0,624,568,Image
image-032,35,595,549,145,606,8.696969696969695,106,28,3.7857142857142856,3,24,0,623,569,Image
image-032,36,611,703,80,604,8.5,17,14,1.2142857142857142,1,2,0,625,567,Image
image-032,37,511,153,510,706,9.133333333333333,137,12,11.416666666666666,2,15,0,523,669,Image
image-032,38,515,517,145,703,9.2,138,11,12.545454545454545,2,15,0,526,666,Image
image-032,39,435,53,672,780,7.5,75,14,5.357142857142857,4,10,0,449,743,Image
image-032,40,420,166,509,783,8.238095238095237,125,26,4.8076923076923075,3,23,0,446,746,Image
image-032,41,436,346,436,780,9,18,13,1.3846153846153846,1,2,0,449,743,Image
image-032,42,449,429,294,767,7.7,77,13,5.923076923076923,4,10,0,462,730,Image
image-032,43,449,703,80,766,8.5,17,14,1.2142857142857142,1,2,0,463,729,Image
image-032,44,349,50,672,842,7.65,78,38,2.0526315789473686,8,21,0,387,805,Image
image-032,45,324,52,673,892,7.5,75,13,5.769230769230769,4,10,0,337,855,Image
image-032,46,263,55,670,953,7.5,75,13,5.769230769230769,4,10,0,276,916,Image
image-032,47,162,52,673,1028,7.5,75,39,1.9230769230769231,8,21,0,201,991,Image
image-032,48,317,197,510,851,8.567063492063493,93,61,1.5245901639344261,4,35,0,378,814,Image
image-032,49,245,173,513,951,8.734615384615385,114,33,3.4545454545454546,3,24,0,278,914,Image
image-032,50,156,190,508,1031,8.905050505050504,102,42,2.4285714285714284,4,29,0,198,994,Image
image-032,51,325,345,435,841,9.666666666666666,20,63,0.31746031746031744,3,8,0,388,804,Image
image-032,52,263,343,437,952,10,20,14,1.4285714285714286,1,2,0,277,915,Image
image-032,53,187,343,437,1026,10,20,16,1.25,1,2,0,203,989,Image
image-032,54,140,317,410,1060,8.625,73,29,2.5172413793103448,3,17,0,169,1023,Image
image-032,55,403,427,293,813,8,80,13,6.153846153846154,4,10,0,416,776,Image
image-032,56,378,429,296,838,7.5,75,13,5.769230769230769,4,10,0,391,801,Image
image-032,57,354,427,293,862,8,80,13,6.153846153846154,4,10,0,367,825,Image
image-032,58,302,426,294,887,8,80,40,2,8,21,0,342,850,Image
image-032,59,277,429,296,938,7.5,75,14,5.357142857142857,4,10,0,291,901,Image
image-032,60,227,429,296,964,7.5,75,38,1.9736842105263157,8,21,0,265,927,Image
image-032,61,200,429,296,1014,7.5,75,15,5,4,10,0,215,977,Image
image-032,62,175,424,295,1040,11.571428571428571,81,14,5.785714285714286,3,7,0,189,1003,Image
image-032,63,312,564,150,888,8.133333333333333,86,29,2.9655172413793105,2,14,0,341,851,Image
image-032,64,248,572,160,921,8.538690476190476,68,60,1.1333333333333333,4,32,0,308,884,Image
image-032,65,378,701,80,812,8.75,19,39,0.48717948717948717,2,5,0,417,775,Image
image-032,66,352,702,80,862,9,18,15,1.2,1,2,0,367,825,Image
image-032,67,327,701,80,888,9.5,19,14,1.3571428571428572,1,2,0,341,851,Image
image-032,68,277,701,80,914,9.5,19,38,0.5,2,5,0,315,877,Image
image-032,69,251,701,82,965,8.5,17,13,1.3076923076923077,1,2,0,264,928,Image
image-032,70,173,699,80,990,9.5,21,66,0.3181818181818182,3,8,0,239,953,Image
image-032,71,101,55,670,1114,7.5,75,14,5.357142857142857,4,10,0,115,1077,Image
image-032,72,100,196,538,1116,9.428571428571429,66,13,5.076923076923077,1,7,0,113,1079,Image
image-032,73,102,344,439,1114,8.5,17,13,1.3076923076923077,1,2,0,115,1077,Image
image-032,74,28,61,433,1184,9.272727272727273,306,17,18,8,33,0,45,1147,Garbage
image-033,0,1169,31,745,41,12,24,19,1.263157894736842,1,2,0,827,-27,Garbage
image-033,1,1168,119,123,44,10.528301886792454,558,17,32.8235294117647,7,53,0,824,-24,Garbage
image-033,2,891,34,35,105,12.489587819937007,731,233,3.1373390557939915,63,452,0,763,37,Paragraph
image-033,3,860,77,40,349,12.196428571428571,683,20,34.15,10,56,0,519,281,Paragraph
image-033,4,830,36,540,382,12.444444444444445,224,17,13.176470588235293,2,18,0,486,314,Paragraph
image-033,5,494,31,35,409,12.505648195082118,734,326,2.2515337423312882,82,619,0,459,341,Paragraph
image-033,6,218,33,37,890,10.530164155430668,730,121,6.033057851239669,44,330,0,-22,822,Comment
image-034,0,886,111,127,322,15.61111111111111,562,21,26.761904761904763,6,36,0,907,322,Title
image-034,1,643,36,30,384,12.413577378858905,734,202,3.633663366336634,57,413,0,845,384,Paragraph
image-034,2,613,46,30,598,12.066666666666666,724,18,40.22222222222222,10,60,0,631,598,Paragraph
image-034,3,369,39,25,628,12.262516350093554,736,232,3.1724137931034484,60,481,0,601,628,Paragraph
image-034,4,124,44,23,874,12.669781235783017,733,231,3.173160173160173,66,466,0,355,874,Paragraph
image-034,5,52,108,221,1153,10.02127659574468,471,24,19.625,8,47,0,76,1153,Comment
image-034,6,28,80,700,1185,10,20,16,1.25,1,2,0,44,1185,Garbage
image-035,0,1171,39,737,38,12,24,20,1.2,1,2,0,1045,-28,Garbage
image-035,1,1168,125,117,42,10.528301886792454,558,19,29.36842105263158,7,53,0,1041,-24,Garbage
image-035,2,832,38,30,104,12.518827265483193,732,293,2.4982935153583616,71,562,0,979,38,Paragraph
image-035,3,740,36,39,409,12.498015873015873,725,80,9.0625,21,166,0,674,343,Paragraph
image-035,4,710,80,36,499,13.411764705882353,684,20,34.2,10,51,0,584,433,Paragraph
image-035,5,648,36,33,528,13.100877192982455,731,53,13.79245283018868,19,112,0,555,462,Paragraph
image-035,6,160,29,32,594,12.367701553039288,739,475,1.5557894736842106,132,941,0,489,528,Paragraph
image-035,7,116,90,38,1095,9.73913043478261,672,18,37.333333333333336,15,69,0,-12,1029,Comment
image-035,8,88,29,637,1121,9.571428571428571,134,20,6.7,2,14,0,-38,1055,Comment
image-035,9,38,29,39,1145,10.139971139971141,732,46,15.91304347826087,21,130,0,-62,1079,Comment
image-036,0,1173,215,211,37,10.38888888888889,374,19,19.68421052631579,6,36,0,1075,-23,Garbage
image-036,1,1174,743,31,34,13,26,21,1.2380952380952381,1,2,0,1078,-26,Garbage
image-036,2,925,43,27,101,12.474188553046716,730,203,3.5960591133004924,58,412,0,1011,41,Paragraph
image-036,3,892,47,33,317,12.631578947368421,720,20,36,9,57,0,795,257,Paragraph
image-036,4,376,38,29,345,12.346520414172362,733,508,1.4429133858267718,138,1004,0,767,285,Paragraph
image-036,5,132,38,26,863,12.539781978977954,736,234,3.1452991452991452,66,472,0,249,803,Paragraph
image-036,6,39,77,181,1118,9.998177426438295,542,72,7.527777777777778,21,129,0,-6,1058,Comment
image-037,0,1171,38,737,38,12.5,25,20,1.25,1,2,0,1077,-28,Garbage
image-037,1,1170,126,116,42,10.528301886792454,558,17,32.8235294117647,7,53,0,1073,-24,Garbage
image-037,2,769,39,29,107,12.615969871904653,732,353,2.0736543909348444,99,682,0,1008,41,Paragraph
image-037,3,128,30,32,470,12.328303867238123,738,631,1.1695721077654517,166,1253,0,645,404,Paragraph
image-037,4,38,68,39,1121,9.963771453133155,693,70,9.9,28,141,0,-6,1055,Comment
image-038,0,1171,215,211,40,10.38888888888889,374,18,20.77777777777778,6,36,0,1044,-23,Garbage
image-038,1,1172,746,30,38,12,24,19,1.263157894736842,1,2,0,1046,-25,Garbage
image-038,2,984,40,31,105,12.850575434918289,729,140,5.207142857142857,38,286,0,979,42,Paragraph
image-038,3,955,42,36,257,12.23728813559322,722,17,42.470588235294116,9,59,0,827,194,Paragraph
image-038,4,831,37,33,288,12.550385469593838,730,110,6.636363636363637,30,235,0,796,225,Paragraph
image-038,5,741,38,31,411,12.256777873645865,731,77,9.493506493506494,25,180,0,673,348,Paragraph
image-038,6,619,36,36,496,11.478754171301446,728,114,6.385964912280702,38,245,0,588,433,Paragraph
image-038,7,556,36,41,619,12.91931818181818,723,54,13.38888888888889,13,112,0,465,556,Paragraph
image-038,8,600,752,39,619,9,9,10,0.9,1,1,0,465,556,Garbage
image-038,9,159,28,36,686,12.42213287846832,736,384,1.9166666666666667,111,772,0,398,623,Paragraph
image-038,10,37,66,261,1095,10.31327947845805,473,97,4.876288659793815,32,136,0,-11,1032,Comment
image-039,0,1178,29,746,33,12.5,25,18,1.3888888888888888,1,2,0,1196,-26,Garbage
image-039,1,1176,117,125,34,10.528301886792454,558,19,29.36842105263158,7,53,0,1195,-25,Garbage
image-039,2,927,31,33,101,12.561701210547463,736,201,3.6616915422885574,63,413,0,1128,42,Paragraph
image-039,3,533,33,28,314,12.382079259847039,739,382,1.9345549738219896,109,775,0,915,255,Paragraph
image-039,4,136,36,29,710,12.352853017096324,735,383,1.919060052219321,108,780,0,519,651,Paragraph
image-039,5,105,39,365,1107,12.375,396,17,23.294117647058822,4,32,0,122,1048,Paragraph
image-039,6,43,40,32,1134,12.626953748006379,728,52,14,18,113,0,95,1075,Paragraph
image-040,0,1173,213,213,37,10.38888888888889,374,19,19.68421052631579,6,36,0,1192,-25,Garbage
image-040,1,1175,742,34,34,12,24,20,1.2,1,2,0,1195,-28,Garbage
image-040,2,835,39,29,102,12.095674669491238,732,292,2.506849315068493,86,601,0,1127,40,Paragraph
image-040,3,779,91,27,431,9.742857142857142,682,19,35.89473684210526,16,70,0,798,369,Comment
image-040,4,754,36,706,457,11.6,58,18,3.2222222222222223,1,5,0,772,395,Comment
image-040,5,322,36,30,482,10.72942128469372,734,425,1.7270588235294118,152,1170,0,747,420,Comment
image-040,6,93,37,29,918,10.527823463083143,734,218,3.36697247706422,82,630,0,311,856,Comment
image-040,7,69,45,638,1145,9.75,117,15,7.8,1,12,0,84,1083,Comment
image-040,8,42,77,125,1165,9.966666666666667,598,22,27.181818181818183,9,60,0,64,1103,Comment
image-041,0,1174,39,737,37,12,24,18,1.3333333333333333,1,2,0,1062,-26,Garbage
image-041,1,1172,127,117,39,10.49056603773585,556,18,30.88888888888889,7,53,0,1060,-24,Garbage
image-041,2,924,38,29,104,12.29280124330008,733,201,3.646766169154229,57,421,0,995,41,Paragraph
image-041,3,161,31,30,312,12.351314034426318,739,756,0.9775132275132276,207,1486,0,787,249,Paragraph
image-041,4,86,67,38,1122,9.857142857142858,695,21,33.095238095238095,13,65,0,-23,1059,Comment
image-041,5,63,22,664,1148,10.363636363636363,114,18,6.333333333333333,3,11,0,-49,1085,Comment
image-041,6,37,67,303,1173,10.75,430,19,22.63157894736842,7,40,0,-74,1110,Comment
image-042,0,1176,216,210,36,10.38888888888889,374,17,22,6,36,0,1112,-24,Garbage
image-042,1,1177,746,28,34,13,26,18,1.4444444444444444,1,2,0,1114,-26,Garbage
image-042,2,958,44,29,98,12.314651980279493,727,173,4.202312138728324,53,357,0,1050,38,Paragraph
image-042,3,898,39,32,282,12.190927077444885,729,49,14.877551020408163,17,120,0,866,222,Paragraph
image-042,4,378,31,29,345,12.499051551628625,740,506,1.4624505928853755,137,1004,0,803,285,Paragraph
image-042,5,104,29,40,863,11.901133549001704,731,262,2.7900763358778624,87,544,0,285,803,Paragraph
image-042,6,40,85,85,1166,9.545454545454545,630,23,27.391304347826086,10,66,0,-18,1106,Comment
image-043,0,1182,29,746,28,12.5,25,19,1.3157894736842106,1,2,0,1116,-27,Garbage
image-043,1,1181,117,125,31,10.528301886792454,558,17,32.8235294117647,7,53,0,1113,-24,Garbage
image-043,2,964,29,36,95,12.372654313132136,735,170,4.323529411764706,44,343,0,1049,40,Paragraph
image-043,3,720,27,37,275,12.340099390243966,736,234,3.1452991452991452,64,472,0,869,220,Paragraph
image-043,4,261,30,37,521,12.49045339507504,733,447,1.639821029082774,119,890,0,623,466,Paragraph
image-043,5,108,29,40,981,12.754065792327273,731,140,5.2214285714285715,35,289,0,163,926,Paragraph
image-043,6,49,71,166,1158,10.053571428571429,563,22,25.59090909090909,8,56,0,-14,1103,Comment
image-044,0,1173,215,211,40,10.38888888888889,374,16,23.375,6,36,0,1189,-23,Garbage
image-044,1,1173,209,576,40,15,15,16,0.9375,1,1,0,1189,-23,Garbage
image-044,2,1173,744,30,38,13,26,18,1.4444444444444444,1,2,0,1191,-25,Garbage
image-044,3,1046,46,37,104,11.89767378215654,717,79,9.075949367088608,26,183,0,1125,41,Paragraph
image-044,4,892,39,33,193,12.10162134832503,728,144,5.055555555555555,39,302,0,1036,130,Paragraph
image-044,5,650,36,30,348,12.478942943112976,734,231,3.1774891774891776,68,474,0,881,285,Paragraph
image-044,6,619,40,32,591,13.481481481481481,728,19,38.31578947368421,7,54,0,638,528,Paragraph
image-044,7,40,35,30,622,12.222072809918648,735,567,1.2962962962962963,157,1146,0,607,559,Paragraph
image-045,0,1173,32,743,39,12.5,25,17,1.4705882352941178,1,2,0,1109,-26,Garbage
image-045,1,1172,121,122,41,10.50943396226415,557,16,34.8125,7,53,0,1107,-24,Garbage
image-045,2,924,35,33,102,12.401367459864387,732,203,3.605911330049261,54,417,0,1046,37,Paragraph
image-045,3,892,34,41,319,12.946428571428571,725,18,40.27777777777778,6,56,0,829,254,Paragraph
image-045,4,831,28,36,343,12.091269841269842,736,55,13.381818181818181,16,122,0,805,278,Paragraph
image-045,5,618,30,33,405,12.625775282703989,737,206,3.5776699029126213,56,412,0,743,340,Paragraph
image-045,6,589,36,33,623,13.053571428571429,731,17,43,6,56,0,525,558,Paragraph
image-045,7,557,36,656,656,12,108,16,6.75,2,9,0,492,591,Paragraph
image-045,8,100,33,35,681,12.475616479368433,732,448,1.6339285714285714,114,884,0,467,616,Paragraph
image-045,9,38,93,200,1171,10.5625,507,20,25.35,6,48,0,-23,1106,Comment
image-046,0,1172,207,219,40,10.38888888888889,374,17,22,6,36,0,1189,-23,Garbage
image-046,1,1174,738,39,36,11.5,23,19,1.2105263157894737,1,2,0,1193,-27,Garbage
image-046,2,1015,36,40,103,12.466258631512869,724,111,6.5225225225225225,36,235,0,1126,40,Paragraph
image-046,3,375,32,32,221,12.359842240121814,736,633,1.1627172195892574,171,1247,0,1008,158,Paragraph
image-046,4,38,36,30,869,12.320597590462377,734,322,2.279503105590062,90,659,0,360,806,Paragraph
image-047,0,1173,41,734,38,12.5,25,18,1.3888888888888888,1,2,0,1191,-27,Garbage
image-047,1,1171,128,114,41,10.528301886792454,558,17,32.8235294117647,7,53,0,1188,-24,Garbage
image-047,2,983,39,29,107,12.281742054785333,732,139,5.266187050359712,43,299,0,1122,42,Paragraph
image-047,3,802,39,30,253,12.381497332252408,731,174,4.2011494252873565,50,358,0,976,188,Paragraph
image-047,4,740,39,30,441,12.170325090302862,731,48,15.229166666666666,21,121,0,788,376,Paragraph
image-047,5,588,35,34,496,12.661663881927039,731,145,5.041379310344827,40,291,0,733,431,Paragraph
image-047,6,436,36,31,655,12.886418041236706,733,138,5.311594202898551,36,287,0,574,590,Paragraph
image-047,7,373,36,28,807,12.32023742227247,736,49,15.020408163265307,14,120,0,422,742,Paragraph
image-047,8,40,31,30,865,11.936309926304999,739,324,2.2808641975308643,104,684,0,364,800,Paragraph
image-048,0,156,219,204,1054,10.472222222222221,377,19,19.842105263157894,4,36,0,-35,897,Image
image-049,0,1193,208,218,18,10.38888888888889,374,18,20.77777777777778,6,36,0,1116,-25,Garbage
image-049,1,1196,741,35,16,12,24,17,1.411764705882353,1,2,0,1118,-27,Garbage
image-049,2,246,34,33,81,12.246141097984237,733,902,0.8126385809312638,248,1797,0,1053,38,Paragraph
image-049,3,123,36,35,992,12.612802289293473,729,114,6.394736842105263,30,229,0,142,949,Paragraph
image-049,4,57,92,306,1150,10.05,402,22,18.272727272727273,6,40,0,-16,1107,Comment
image-049,5,20,93,394,1192,10.096774193548388,313,17,18.41176470588235,7,31,0,-58,1149,Garbage
image-050,0,1173,39,738,38,11.5,23,18,1.2777777777777777,1,2,0,1191,-27,Garbage
image-050,1,1171,122,117,41,11.22,561,17,33,6,50,0,1188,-24,Garbage
image-050,2,986,37,29,104,12.326569661163187,734,139,5.280575539568345,42,300,0,1125,39,Paragraph
image-050,3,560,35,29,256,12.213445580531694,736,413,1.7820823244552058,123,849,0,973,191,Paragraph
image-050,4,346,31,31,683,12.19785981537928,738,200,3.69,59,424,0,546,618,Paragraph
image-050,5,316,39,38,894,12.46551724137931,723,19,38.05263157894737,8,58,0,335,829,Paragraph
image-050,6,40,32,31,927,12.37968260896992,737,262,2.812977099236641,71,537,0,302,862,Paragraph
image-051,0,1186,232,219,24,10.264705882352942,349,19,18.36842105263158,5,34,0,1205,-23,Garbage
image-051,1,1189,737,34,21,14.5,29,19,1.5263157894736843,1,2,0,1208,-26,Garbage
image-051,2,1091,35,40,88,12.075,725,50,14.5,19,121,0,1141,41,Paragraph
image-051,3,176,28,33,149,12.032939624370286,739,904,0.8174778761061947,257,1801,0,1080,102,Paragraph
image-051,4,79,37,39,1061,11.493462191860045,724,89,8.134831460674157,32,187,0,168,1014,Paragraph
image-051,5,55,30,428,1155,10.058823529411764,342,19,18,6,34,0,74,1108,Comment
image-051,6,28,92,685,1184,11.5,23,17,1.3529411764705883,1,2,0,45,1137,Garbage
image-052,0,1173,28,747,38,12.5,25,18,1.3888888888888888,1,2,0,1191,-26,Garbage
image-052,1,1171,111,125,42,10.641509433962264,564,16,35.25,7,53,0,1187,-22,Garbage
image-052,2,1107,36,39,101,12.288135593220339,725,21,34.523809523809526,7,59,0,1128,37,Paragraph
image-052,3,528,28,32,133,12.47676454073573,740,568,1.3028169014084507,150,1129,0,1096,69,Paragraph
image-052,4,498,36,356,716,12,408,15,27.2,5,34,0,513,652,Paragraph
image-052,5,102,36,29,742,12.175515770300589,735,385,1.9090909090909092,103,774,0,487,678,Paragraph
image-052,6,37,80,252,1170,9.551020408163266,468,22,21.272727272727273,14,49,0,59,1106,Comment
image-053,0,1173,205,221,38,10.38888888888889,374,18,20.77777777777778,6,36,0,1112,-24,Garbage
image-053,1,1173,738,40,40,11,22,16,1.375,1,2,0,1110,-22,Garbage
image-053,2,986,34,40,103,12.280114895463166,726,140,5.185714285714286,38,298,0,1047,41,Paragraph
image-053,3,955,36,454,256,11.481481481481481,310,18,17.22222222222222,4,27,0,894,194,Paragraph
image-053,4,742,34,38,284,12.241844142375642,728,203,3.586206896551724,56,407,0,866,222,Paragraph
image-053,5,133,32,33,497,12.207960884432897,735,599,1.2270450751252087,163,1205,0,653,435,Paragraph
image-053,6,103,39,37,1110,11.67741935483871,724,16,45.25,9,62,0,40,1048,Paragraph
image-053,7,41,75,414,1167,10.366666666666667,311,21,14.80952380952381,6,30,0,-17,1105,Comment
image-054,0,1177,33,742,33,12.5,25,19,1.3157894736842106,1,2,0,1196,-26,Garbage
image-054,1,1177,117,122,34,10.584905660377359,561,18,31.166666666666668,7,53,0,1195,-25,Garbage
image-054,2,809,31,33,97,12.398695372921827,736,323,2.278637770897833,91,617,0,1132,38,Paragraph
image-054,3,261,31,32,431,12.346222761299993,737,537,1.37243947858473,147,1077,0,798,372,Paragraph
image-054,4,201,36,35,977,12.876333961079723,729,51,14.294117647058824,15,114,0,252,918,Paragraph
image-054,5,110,33,33,1035,12.162414421204696,734,84,8.738095238095237,24,181,0,194,976,Paragraph
image-054,6,50,36,32,1131,11.979015334947539,732,48,15.25,19,123,0,98,1072,Paragraph
image-055,0,1169,216,210,45,10.38888888888889,374,15,24.933333333333334,6,36,0,1107,-21,Garbage
image-055,1,1169,744,32,41,12,24,19,1.263157894736842,1,2,0,1111,-25,Garbage
image-055,2,983,40,31,108,12.461592163081905,729,138,5.282608695652174,40,294,0,1044,42,Paragraph
image-055,3,830,39,32,258,12.688844009098247,729,141,5.170212765957447,37,290,0,894,192,Paragraph
image-055,4,618,35,32,412,12.438979329149197,733,199,3.6834170854271355,48,415,0,740,346,Paragraph
image-055,5,587,38,41,626,12.431034482758621,721,16,45.0625,8,58,0,526,560,Paragraph
image-055,6,131,31,33,653,12.497583286015079,736,445,1.6539325842696628,121,887,0,499,587,Paragraph
image-055,7,100,38,45,1111,11.95,717,18,39.833333333333336,10,60,0,41,1045,Paragraph
image-055,8,38,93,271,1169,8.89795918367347,436,22,19.818181818181817,8,49,0,-17,1103,Comment
image-056,0,1170,33,744,41,11.5,23,18,1.2777777777777777,1,2,0,1112,-25,Garbage
image-056,1,1169,117,125,43,10.528301886792454,558,17,32.8235294117647,7,53,0,1110,-23,Garbage
image-056,2,1045,34,38,104,12.636038131727787,728,80,9.1,25,161,0,1049,38,Paragraph
image-056,3,832,35,29,193,12.565538438010677,736,204,3.607843137254902,57,408,0,960,127,Paragraph
image-056,4,466,37,28,413,12.47063852239632,735,350,2.1,107,711,0,740,347,Paragraph
image-056,5,436,45,30,772,12.5,725,21,34.523809523809526,9,58,0,381,706,Paragraph
image-056,6,100,39,22,808,12.401022916127392,739,321,2.3021806853582554,98,657,0,345,742,Paragraph
image-056,7,40,82,529,1169,9.45,189,20,9.45,8,20,0,-16,1103,Comment
image-057,0,1185,201,226,25,10.36111111111111,373,19,19.63157894736842,6,36,0,1204,-25,Garbage
image-057,1,1183,735,41,23,12,24,23,1.0434782608695652,1,2,0,1206,-27,Garbage
image-057,2,907,31,34,89,12.371214514731884,735,233,3.1545064377682404,62,475,0,1140,39,Paragraph
image-057,3,875,36,307,337,12.026315789473685,457,17,26.88235294117647,4,38,0,892,287,Paragraph
image-057,4,175,31,30,363,12.442480291423653,739,691,1.069464544138929,197,1365,0,866,313,Paragraph
image-057,5,145,45,30,1069,12.288135593220339,725,15,48.333333333333336,9,59,0,160,1019,Paragraph
image-057,6,49,46,40,1134,10.162179487179488,714,46,15.521739130434783,11,87,0,95,1084,Comment
image-058,0,1170,37,740,39,11.5,23,20,1.15,1,2,0,1085,-27,Garbage
image-058,1,1170,121,116,42,10.622641509433961,563,17,33.11764705882353,7,53,0,1082,-24,Garbage
image-058,2,922,37,33,108,12.083062930422349,730,199,3.6683417085427137,60,424,0,1016,42,Paragraph
image-058,3,221,28,30,321,12.30110995578479,742,687,1.0800582241630277,186,1383,0,803,255,Paragraph
image-058,4,129,31,38,1018,12.21111111111111,731,82,8.914634146341463,30,178,0,106,952,Paragraph
image-058,5,39,68,289,1145,10.2985347985348,443,45,9.844444444444445,17,82,0,-21,1079,Comment
image-059,0,1170,215,212,40,10.36111111111111,373,19,19.63157894736842,6,36,0,1189,-25,Garbage
image-059,1,1171,745,33,42,11,22,16,1.375,1,2,0,1187,-23,Garbage
image-059,2,985,39,29,106,11.939406600368823,732,138,5.304347826086956,43,295,0,1123,41,Paragraph
image-059,3,649,36,32,255,12.60582826152899,732,325,2.252307692307692,87,642,0,974,190,Paragraph
image-059,4,437,36,32,590,12.354140313078844,732,202,3.623762376237624,63,417,0,639,525,Paragraph
image-059,5,315,35,33,805,11.775363928376162,732,109,6.715596330275229,35,250,0,424,740,Paragraph
image-059,6,42,36,33,927,12.301165891655105,731,260,2.8115384615384613,79,538,0,302,862,Paragraph
image-060,0,1170,125,117,41,10.528301886792454,558,18,31,7,53,0,1188,-24,Garbage
image-060,1,1105,78,32,103,12.105263157894736,690,21,32.857142857142854,7,57,0,1126,38,Paragraph
image-060,2,466,32,30,137,12.25527531204888,738,626,1.1789137380191694,175,1270,0,1092,72,Paragraph
image-060,3,161,36,30,777,12.118438775996236,734,291,2.52233676975945,87,611,0,452,712,Paragraph
image-060,4,39,35,31,1078,12.167037092920731,734,112,6.553571428571429,35,242,0,151,1013,Paragraph
image-061,0,1170,208,218,41,10.38888888888889,374,18,20.77777777777778,6,36,0,1188,-24,Garbage
image-061,1,1171,738,36,38,13,26,20,1.3,1,2,0,1191,-27,Garbage
image-061,2,864,35,32,106,12.316914405264038,733,259,2.83011583011583,76,539,0,1123,41,Paragraph
image-061,3,834,42,701,380,11.4,57,15,3.8,1,5,0,849,315,Paragraph
image-061,4,803,78,40,407,12.4,682,19,35.89473684210526,10,55,0,822,342,Paragraph
image-061,5,71,36,27,438,12.340881554963412,737,720,1.023611111111111,196,1439,0,791,373,Paragraph
image-061,6,41,50,29,1167,12.431034482758621,721,21,34.333333333333336,10,58,0,62,1102,Paragraph
image-062,0,1171,36,737,40,13.5,27,18,1.5,1,2,0,1189,-26,Garbage
image-062,1,1170,120,116,43,11.28,564,16,35.25,6,50,0,1186,-23,Garbage
image-062,2,985,38,30,106,12.306019215864056,732,138,5.304347826086956,43,280,0,1123,40,Paragraph
image-062,3,709,39,30,256,12.491568064206668,731,264,2.768939393939394,75,529,0,973,190,Paragraph
image-062,4,528,37,30,533,12.519224396869136,733,168,4.363095238095238,50,355,0,696,467,Paragraph
image-062,5,41,39,29,715,12.40664243778319,732,473,1.547568710359408,132,955,0,514,649,Paragraph
image-063,0,1170,207,219,40,10.38888888888889,374,19,19.68421052631579,6,36,0,1108,-25,Garbage
image-063,1,1172,740,34,38,13,26,19,1.368421052631579,1,2,0,1110,-27,Garbage
image-063,2,924,38,33,105,12.387965060272332,729,200,3.645,57,415,0,1043,40,Paragraph
image-063,3,894,78,40,318,13.372549019607844,682,17,40.11764705882353,7,51,0,830,253,Paragraph
image-063,4,741,36,33,345,12.49142760962473,731,143,5.111888111888112,36,294,0,803,280,Paragraph
image-063,5,39,87,373,1169,10,340,21,16.19047619047619,5,34,0,-21,1104,Comment
image-064,0,876,93,121,332,15.421052631578947,586,21,27.904761904761905,6,38,0,801,332,Title
image-064,1,824,183,186,384,9.64795918367347,431,21,20.523809523809526,25,52,0,749,384,Paragraph
image-064,2,754,92,100,430,10.522321428571429,608,45,13.511111111111111,9,73,0,703,430,Paragraph
image-064,3,694,179,171,512,12.857142857142858,450,23,19.565217391304348,6,35,0,621,512,Title
image-064,4,609,30,38,567,11.31578947368421,732,53,13.81132075471698,18,117,0,566,567,Paragraph
image-064,5,580,38,696,634,11,66,15,4.4,1,6,0,499,634,Paragraph
image-064,6,427,36,31,662,12.308671827859188,733,140,5.235714285714286,35,284,0,471,662,Paragraph
image-064,7,122,34,31,814,12.475532446626705,735,293,2.508532423208191,81,590,0,319,814,Paragraph
image-064,8,34,72,232,1150,10.129271206690563,496,45,11.022222222222222,14,81,0,-17,1150,Comment
image-065,0,1192,211,189,20,10.526315789473685,400,17,23.529411764705884,6,38,0,1209,-23,Garbage
