FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,Label
image-148,17,638,247,530,571,11.5,23,20,1.15,Garbage
image-148,18,638,598,175,522,12.833333333333334,27,69,0.391304347826087,Garbage
image-148,19,561,299,239,599,10.232124756335285,262,69,3.7971014492753623,Garbage
image-148,20,535,339,281,676,10.588235294117649,180,18,10,Garbage
image-148,21,510,245,529,699,13,26,20,1.3,Garbage
image-148,22,460,242,530,723,13.5,28,46,0.6086956521739131,Garbage
image-148,23,436,242,532,773,13,26,20,1.3,Garbage
image-148,24,486,597,177,698,12.5,26,45,0.5777777777777777,Garbage
image-148,25,434,598,176,750,12.75,26,45,0.5777777777777777,Garbage
image-148,26,407,296,243,802,10.44,261,20,13.05,Garbage
image-148,27,385,243,535,827,11,22,17,1.2941176470588236,Garbage
image-148,28,384,598,177,827,12.5,25,18,1.3888888888888888,Garbage
image-148,29,307,36,35,855,10.444754064290652,729,67,10.880597014925373,Garbage
image-148,30,282,39,525,933,10.26086956521739,236,14,16.857142857142858,Garbage
image-148,31,256,339,278,956,10.764705882352942,183,17,10.764705882352942,Garbage
image-148,32,119,59,589,1066,9.866666666666667,152,44,3.4545454545454546,Garbage
image-148,33,105,240,531,979,12.333333333333334,29,145,0.2,Garbage
image-148,34,79,247,530,1130,11.5,23,20,1.15,Garbage
image-148,35,53,242,532,1156,13,26,20,1.3,Garbage
image-148,36,53,594,176,1005,13.071428571428571,30,171,0.17543859649122806,Garbage
image-148,37,231,624,41,981,10.384615384615383,135,17,7.9411764705882355,Garbage
image-148,38,20,56,711,1192,11,33,17,1.9411764705882353,Garbage
image-149,0,1175,34,733,35,11,33,19,1.736842105263158,Garbage
image-149,1,1174,121,123,39,10.49056603773585,556,16,34.75,Garbage
image-149,2,1111,303,236,98,10.44,261,20,13.05,Garbage
image-149,3,1087,326,257,125,10.333333333333334,217,17,12.764705882352942,Garbage
image-149,4,1061,341,274,150,10.882352941176473,185,18,10.277777777777779,Garbage
image-149,5,1033,247,528,177,12.5,25,19,1.3157894736842106,Garbage
image-149,6,981,249,526,201,12,25,47,0.5319148936170213,Garbage
image-149,7,958,247,527,252,13,26,19,1.368421052631579,Garbage
image-149,8,1006,600,171,177,13.75,29,46,0.6304347826086957,Garbage
image-149,9,957,602,171,228,12.5,27,44,0.6136363636363636,Garbage
image-149,10,924,301,238,286,10.44,261,19,13.736842105263158,Garbage
image-149,11,895,51,569,317,10,180,17,10.588235294117647,Garbage
image-149,12,869,56,530,341,11.328947368421051,214,19,11.263157894736842,Garbage
image-149,13,844,63,533,366,10.736842105263158,204,19,10.736842105263158,Garbage
image-149,14,843,615,43,369,10.923076923076923,142,17,8.352941176470589,Garbage
image-149,15,812,341,281,399,10.470588235294118,178,18,9.88888888888889,Garbage
image-149,16,783,69,577,429,10.266666666666667,154,17,9.058823529411764,Garbage
image-149,17,758,85,603,457,10.181818181818182,112,14,8,Garbage
image-149,18,758,246,529,453,12.5,25,18,1.3888888888888888,Garbage
image-149,19,757,639,44,457,10.636363636363637,117,15,7.8,Garbage
image-149,20,732,133,648,483,9.5,19,14,1.3571428571428572,Garbage
image-149,21,734,247,530,477,11.5,23,18,1.2777777777777777,Garbage
image-149,22,630,244,528,503,13.375,28,96,0.2916666666666667,Garbage
image-149,23,630,599,173,479,12.6,28,120,0.23333333333333334,Garbage
image-149,24,598,302,244,611,10.583333333333334,254,20,12.7,Garbage
image-149,25,545,244,530,640,12.75,26,44,0.5909090909090909,Garbage
image-149,26,544,599,173,639,14,28,46,0.6086956521739131,Garbage
image-149,27,512,341,278,698,10.647058823529411,181,19,9.526315789473685,Garbage
image-149,28,458,244,530,726,12.25,26,45,0.5777777777777777,Garbage
image-149,29,409,243,531,777,12.25,26,43,0.6046511627906976,Garbage
image-149,30,407,596,176,728,12.625,28,94,0.2978723404255319,Garbage
image-149,31,375,301,245,835,10.583333333333334,254,19,13.368421052631579,Garbage
image-149,32,348,242,531,862,13.5,27,19,1.4210526315789473,Garbage
image-149,33,346,597,178,864,12.5,25,19,1.3157894736842106,Garbage
image-149,34,315,340,282,896,10.470588235294118,178,18,9.88888888888889,Garbage
image-149,35,210,241,529,923,13.125,30,96,0.3125,Garbage
image-149,36,209,597,175,925,12.75,28,95,0.29473684210526313,Garbage
image-149,37,177,304,242,1032,10.583333333333334,254,20,12.7,Garbage
image-149,38,74,240,529,1062,13.875,31,93,0.3333333333333333,Garbage
image-149,39,98,598,176,1063,12.5,26,68,0.38235294117647056,Garbage
image-149,40,72,598,177,1138,12.5,25,19,1.3157894736842106,Garbage
image-149,41,40,340,282,1170,10.470588235294118,178,19,9.368421052631579,Garbage
image-150,0,1176,267,268,34,10.6,265,19,13.947368421052632,Garbage
image-150,1,1180,731,33,31,12,36,18,2,Garbage
image-150,2,1017,243,528,90,12.4,29,122,0.23770491803278687,Garbage
image-150,3,1018,598,173,91,12.8,29,120,0.24166666666666667,Garbage
image-150,4,989,302,244,219,10.583333333333334,254,21,12.095238095238095,Garbage
image-150,5,912,40,39,274,10.443718905472636,721,43,16.767441860465116,Paragraph
image-150,6,867,341,281,343,10.470588235294118,178,19,9.368421052631579,Garbage
image-150,7,766,241,531,367,13.125,28,96,0.2916666666666667,Garbage
image-150,8,742,62,533,466,12.058823529411764,205,21,9.761904761904763,Garbage
image-150,9,717,242,532,493,13,26,19,1.368421052631579,Garbage
image-150,10,666,240,532,519,12.75,28,44,0.6363636363636364,Garbage
image-150,11,640,243,531,570,13,26,19,1.368421052631579,Garbage
image-150,12,639,597,175,393,12.0625,28,197,0.14213197969543148,Garbage
image-150,13,843,621,37,370,10.923076923076923,142,16,8.875,Garbage
image-150,14,613,301,244,597,10.625,255,19,13.421052631578947,Garbage
image-150,15,537,35,37,649,10.642003676470589,728,43,16.930232558139537,Paragraph
image-150,16,513,36,698,702,11,66,14,4.714285714285714,Paragraph
image-150,17,481,340,282,729,10.470588235294118,178,19,9.368421052631579,Garbage
image-150,18,406,64,586,781,10,150,42,3.5714285714285716,Garbage
image-150,19,355,128,651,860,10.5,21,14,1.5,Garbage
image-150,20,329,129,651,885,10,20,15,1.3333333333333333,Garbage
image-150,21,458,240,535,754,12.5,25,17,1.4705882352941178,Garbage
image-150,22,305,240,532,802,12.7,28,122,0.22950819672131148,Garbage
image-150,23,381,595,178,803,12.5,27,45,0.6,Garbage
image-150,24,330,593,177,854,13.25,30,45,0.6666666666666666,Garbage
image-150,25,305,598,179,905,11.5,23,19,1.2105263157894737,Garbage
image-150,26,432,623,48,756,10.5,129,41,3.1463414634146343,Garbage
image-150,27,273,298,244,937,10.75,258,19,13.578947368421053,Garbage
image-150,28,221,62,533,965,10.128070175438596,205,43,4.767441860465116,Garbage
image-150,29,196,336,286,1015,10.470588235294118,178,18,9.88888888888889,Garbage
image-150,30,172,240,536,1040,12,24,17,1.411764705882353,Garbage
image-150,31,121,74,534,1088,11.294117647058824,192,20,9.6,Garbage
image-150,32,121,623,48,1041,10.616161616161614,129,67,1.9253731343283582,Garbage
image-150,33,97,242,535,1114,11.5,23,18,1.2777777777777777,Garbage
image-150,34,96,595,179,1114,13,26,19,1.368421052631579,Garbage
image-150,35,69,242,535,1139,11.5,23,21,1.0952380952380953,Garbage
image-150,36,46,244,530,1163,13,26,20,1.3,Garbage
image-150,37,46,596,177,1138,13,27,45,0.6,Garbage
image-151,0,1172,32,731,38,12.333333333333334,37,19,1.9473684210526316,Garbage
image-151,1,1171,121,123,42,10.49056603773585,556,16,34.75,Garbage
image-151,2,1067,246,527,118,12.75,27,44,0.6136363636363636,Garbage
image-151,3,1110,308,245,99,10.291666666666666,247,20,12.35,Garbage
image-151,4,1067,599,173,118,13,28,44,0.6363636363636364,Garbage
image-151,5,1040,344,276,171,10.588235294117649,180,18,10,Garbage
image-151,6,965,247,527,194,12.5,26,70,0.37142857142857144,Garbage
image-151,7,965,599,172,194,13.5,29,70,0.4142857142857143,Garbage
image-151,8,937,301,245,272,10.583333333333334,254,20,12.7,Garbage
image-151,9,888,247,528,297,12,25,44,0.5681818181818182,Garbage
image-151,10,888,598,175,297,12.25,27,44,0.6136363636363636,Garbage
image-151,11,861,341,281,351,10.470588235294118,178,17,10.470588235294118,Garbage
image-151,12,812,244,528,374,13,28,43,0.6511627906976745,Garbage
image-151,13,812,596,176,371,13.25,28,46,0.6086956521739131,Garbage
image-151,14,783,308,245,425,10.291666666666666,247,21,11.761904761904763,Garbage
image-151,15,736,244,530,449,12.75,26,44,0.5909090909090909,Garbage
image-151,16,736,596,177,450,12.5,27,43,0.627906976744186,Garbage
image-151,17,702,341,278,507,10.647058823529411,181,20,9.05,Garbage
image-151,18,603,69,588,610,10.214285714285714,143,16,8.9375,Garbage
image-151,19,604,244,528,530,12.75,28,95,0.29473684210526313,Garbage
image-151,20,577,247,530,632,11.5,23,20,1.15,Garbage
image-151,21,577,598,173,530,13.2,29,122,0.23770491803278687,Garbage
image-151,22,545,304,242,663,10.583333333333334,254,21,12.095238095238095,Garbage
image-151,23,522,244,530,688,13,26,19,1.368421052631579,Garbage
image-151,24,497,245,530,714,12.5,25,18,1.3888888888888888,Garbage
image-151,25,496,597,173,688,13.25,30,45,0.6666666666666666,Garbage
image-151,26,464,341,281,747,10.470588235294118,178,18,9.88888888888889,Garbage
image-151,27,415,246,529,770,12,25,44,0.5681818181818182,Garbage
image-151,28,365,242,529,822,13.5,29,42,0.6904761904761905,Garbage
image-151,29,363,597,175,770,13.125,28,96,0.2916666666666667,Garbage
image-151,30,331,301,245,878,10.583333333333334,254,20,12.7,Garbage
image-151,31,308,70,544,903,11.625,186,18,10.333333333333334,Paragraph
image-151,32,284,247,528,903,12,25,42,0.5952380952380952,Garbage
image-151,33,281,597,174,903,13.75,29,45,0.6444444444444445,Garbage
image-151,34,217,66,581,969,10.1,153,43,3.558139534883721,Garbage
image-151,35,192,131,649,1024,10,20,13,1.5384615384615385,Garbage
image-151,36,88,69,595,1122,10.461538461538462,136,19,7.157894736842105,Garbage
image-151,37,91,244,529,993,12.25,27,145,0.18620689655172415,Garbage
image-151,38,39,243,530,1145,12.75,27,45,0.6,Garbage
image-151,39,251,341,276,961,10.764705882352942,183,17,10.764705882352942,Garbage
image-151,40,38,597,175,994,12.9375,28,197,0.14213197969543148,Garbage
image-152,0,1172,259,276,38,10.6,265,19,13.947368421052632,Garbage
image-152,1,1174,722,42,37,12,36,18,2,Garbage
image-152,2,1088,235,538,96,13,27,45,0.6,Garbage
image-152,3,1114,589,185,97,13,26,18,1.4444444444444444,Garbage
image-152,4,1088,589,183,121,14,28,20,1.4,Garbage
image-152,5,1064,235,539,146,13,26,19,1.368421052631579,Garbage
image-152,6,1062,588,183,146,14.5,29,21,1.380952380952381,Garbage
image-152,7,1036,294,248,173,10.75,258,20,12.9,Garbage
image-152,8,960,56,594,200,9.869444444444444,150,69,2.1739130434782608,Garbage
image-152,9,884,232,539,250,13.375,29,95,0.30526315789473685,Garbage
image-152,10,884,627,44,303,10.5,129,42,3.0714285714285716,Garbage
image-152,11,858,328,288,354,10.823529411764708,184,17,10.823529411764707,Garbage
image-152,12,808,233,539,376,13.75,28,45,0.6222222222222222,Garbage
image-152,13,782,49,541,424,11.5,210,23,9.130434782608695,Paragraph
image-152,14,758,235,542,452,11.5,23,19,1.2105263157894737,Garbage
image-152,15,733,233,541,475,13,26,21,1.2380952380952381,Garbage
image-152,16,732,587,184,375,13.5,29,122,0.23770491803278687,Garbage
image-152,17,699,292,254,510,10.583333333333334,254,20,12.7,Garbage
image-152,18,650,52,543,536,9.958333333333332,205,43,4.767441860465116,Paragraph
image-152,19,618,332,290,593,10.470588235294118,178,18,9.88888888888889,Garbage
image-152,20,568,61,591,616,9.933333333333334,148,45,3.2888888888888888,Garbage
image-152,21,570,236,539,641,12.5,25,18,1.3888888888888888,Garbage
image-152,22,543,623,48,645,10.5,129,41,3.1463414634146343,Garbage
image-152,23,391,231,538,691,13.083333333333334,31,147,0.2108843537414966,Garbage
image-152,24,415,587,185,694,13,28,120,0.23333333333333334,Garbage
image-152,25,390,586,184,818,15,30,21,1.4285714285714286,Garbage
image-152,26,363,291,254,846,10.625,255,20,12.75,Garbage
image-152,27,340,58,591,872,10.066666666666666,151,17,8.882352941176471,Garbage
image-152,28,289,69,608,900,9.776223776223777,123,40,3.075,Garbage
image-152,29,289,231,543,895,12,26,45,0.5777777777777777,Garbage
image-152,30,289,586,186,895,13.5,28,45,0.6222222222222222,Garbage
image-152,31,264,43,585,949,10.117647058823527,172,16,10.75,Garbage
image-152,32,238,120,659,977,10.5,21,14,1.5,Garbage
image-152,33,239,233,541,970,13,26,20,1.3,Garbage
image-152,34,237,587,187,971,13,26,21,1.2380952380952381,Garbage
image-152,35,212,326,291,1001,10.764705882352942,183,16,11.4375,Garbage
image-152,36,138,32,541,1023,10.931884057971011,227,68,3.338235294117647,Comment
image-152,37,60,231,544,1098,11.666666666666666,25,71,0.352112676056338,Garbage
image-152,38,35,229,543,1174,14,28,20,1.4,Garbage
image-152,39,34,584,187,1024,13.071428571428571,29,171,0.1695906432748538,Garbage
image-153,0,1173,33,732,37,11.666666666666666,35,19,1.8421052631578947,Garbage
image-153,1,1171,121,124,41,11.1,555,17,32.64705882352941,Garbage
image-153,2,985,71,581,228,10.571428571428571,148,16,9.25,Garbage
image-153,3,935,247,522,97,13,31,197,0.15736040609137056,Garbage
image-153,4,935,600,171,98,12.8125,29,196,0.14795918367346939,Garbage
image-153,5,906,308,238,303,10.583333333333334,254,20,12.7,Garbage
image-153,6,857,247,525,326,13,28,46,0.6086956521739131,Garbage
image-153,7,856,601,170,327,13,29,46,0.6304347826086957,Garbage
image-153,8,831,341,274,380,10.882352941176473,185,18,10.277777777777779,Garbage
image-153,9,756,247,523,402,13.833333333333334,30,71,0.4225352112676056,Garbage
image-153,10,756,599,172,403,13.5,29,70,0.4142857142857143,Garbage
image-153,11,729,308,238,481,10.583333333333334,254,19,13.368421052631579,Garbage
image-153,12,705,249,522,504,14.5,29,20,1.45,Garbage
image-153,13,705,601,173,505,13,26,19,1.368421052631579,Garbage
image-153,14,678,71,578,532,10.066666666666666,151,19,7.947368421052632,Garbage
image-153,15,629,90,600,561,10.2,110,39,2.8205128205128207,Garbage
image-153,16,604,248,522,557,13.5,30,68,0.4411764705882353,Garbage
image-153,17,652,604,173,558,11.5,23,19,1.2105263157894737,Garbage
image-153,18,603,604,170,581,12.75,26,45,0.5777777777777777,Garbage
image-153,19,577,346,271,636,10.764705882352942,183,16,11.4375,Garbage
image-153,20,501,55,566,658,10.376470588235296,179,70,2.557142857142857,Garbage
image-153,21,553,252,523,658,12.5,25,18,1.3888888888888888,Garbage
image-153,22,247,250,521,710,12.727272727272728,29,272,0.10661764705882353,Garbage
image-153,23,553,608,169,658,11.5,23,18,1.2777777777777777,Garbage
image-153,24,449,604,170,735,12.75,26,45,0.5777777777777777,Garbage
image-153,25,247,604,168,786,12.1875,28,196,0.14285714285714285,Garbage
image-153,26,156,71,581,1006,9.936507936507937,148,67,2.208955223880597,Garbage
image-153,27,156,253,520,1055,13.5,27,18,1.5,Garbage
image-153,28,219,308,238,989,10.583333333333334,254,21,12.095238095238095,Garbage
image-153,29,130,253,523,1077,12,24,22,1.0909090909090908,Garbage
image-153,30,130,605,167,1080,14,28,19,1.4736842105263157,Garbage
image-153,31,59,251,522,1125,13,27,45,0.6,Garbage
image-153,32,34,251,522,1176,13.5,27,19,1.4210526315789473,Garbage
image-153,33,104,348,269,1108,10.764705882352942,183,17,10.764705882352942,Garbage
image-153,34,33,605,167,1127,13,28,69,0.4057971014492754,Garbage
image-154,0,1172,255,277,40,10.72,268,17,15.764705882352942,Garbage
image-154,1,1174,719,45,36,12,36,19,1.894736842105263,Garbage
image-154,2,1085,280,245,99,10.033045977011492,275,45,6.111111111111111,Garbage
image-154,3,939,231,541,169,12.7,28,121,0.23140495867768596,Garbage
image-154,4,887,230,541,295,13,29,47,0.6170212765957447,Garbage
image-154,5,1060,334,280,151,10.941176470588236,186,18,10.333333333333334,Garbage
image-154,6,888,587,185,169,12.714285714285714,28,172,0.16279069767441862,Garbage
image-154,7,837,277,234,348,9.952956989247312,289,44,6.568181818181818,Garbage
image-154,8,786,234,543,424,11.5,23,19,1.2105263157894737,Garbage
image-154,9,711,233,541,449,12.666666666666666,26,69,0.37681159420289856,Garbage
image-154,10,806,326,291,406,10.764705882352942,183,17,10.764705882352942,Garbage
image-154,11,711,585,185,423,13.125,30,95,0.3157894736842105,Garbage
image-154,12,684,292,254,525,10.583333333333334,254,20,12.7,Garbage
image-154,13,633,59,580,553,10.138392857142858,161,43,3.744186046511628,Garbage
image-154,14,607,232,539,576,13.75,29,46,0.6304347826086957,Garbage
image-154,15,584,234,540,624,13,26,21,1.2380952380952381,Garbage
image-154,16,583,620,48,604,10.5,132,42,3.142857142857143,Garbage
image-154,17,556,328,287,655,10.882352941176473,185,18,10.277777777777779,Garbage
image-154,18,406,232,539,678,12.916666666666666,29,145,0.2,Garbage
image-154,19,508,589,187,678,12,24,43,0.5581395348837209,Garbage
image-154,20,406,587,185,725,12.75,28,98,0.2857142857142857,Garbage
image-154,21,378,292,254,831,10.583333333333334,254,20,12.7,Garbage
image-154,22,329,231,539,855,14.25,30,45,0.6666666666666666,Garbage
image-154,23,328,587,184,855,13.75,29,46,0.6304347826086957,Garbage
image-154,24,34,232,538,921,13,30,274,0.10948905109489052,Garbage
image-154,25,302,325,290,908,10.882352941176473,185,19,9.736842105263158,Garbage
image-154,26,35,587,185,921,13.045454545454543,28,273,0.10256410256410256,Garbage
image-155,0,1175,43,717,35,13.333333333333334,40,19,2.1052631578947367,Garbage
image-155,1,1174,132,108,37,10.566037735849056,560,18,31.11111111111111,Garbage
image-155,2,1112,317,229,96,10.583333333333334,254,21,12.095238095238095,Garbage
image-155,3,1063,79,568,125,10.28181818181818,153,41,3.731707317073171,Garbage
image-155,4,1039,258,514,146,13.5,28,44,0.6363636363636364,Garbage
image-155,5,1038,612,160,147,13,28,44,0.6363636363636364,Garbage
image-155,6,1011,354,263,200,10.764705882352942,183,18,10.166666666666666,Garbage
image-155,7,987,258,516,223,13,26,19,1.368421052631579,Garbage
image-155,8,987,614,163,223,11.5,23,19,1.2105263157894737,Garbage
image-155,9,935,79,567,251,10.406060606060606,154,43,3.5813953488372094,Garbage
image-155,10,655,79,573,557,10.571428571428571,148,17,8.705882352941176,Garbage
image-155,11,581,257,515,274,12.933333333333334,28,374,0.0748663101604278,Garbage
image-155,12,581,610,160,274,12.5,30,374,0.08021390374331551,Garbage
image-155,13,553,318,228,657,10.583333333333334,254,19,13.368421052631579,Garbage
image-155,14,504,256,516,682,12.5,28,43,0.6511627906976745,Garbage
image-155,15,504,612,161,681,13.25,27,44,0.6136363636363636,Garbage
image-155,16,477,354,266,735,10.588235294117649,180,17,10.588235294117647,Garbage
image-155,17,401,256,516,758,13.333333333333334,28,70,0.4,Garbage
image-155,18,401,612,162,758,12,26,70,0.37142857142857144,Garbage
image-155,19,375,318,235,835,10.291666666666666,247,19,13,Garbage
image-155,20,326,257,516,859,13,27,44,0.6136363636363636,Garbage
image-155,21,326,609,162,858,13.75,29,45,0.6444444444444445,Garbage
image-155,22,256,256,516,930,13.25,28,43,0.6511627906976745,Garbage
image-155,23,154,256,516,981,13,28,94,0.2978723404255319,Garbage
image-155,24,298,357,265,912,10.470588235294118,178,19,9.368421052631579,Garbage
image-155,25,177,611,162,930,12.3,27,122,0.22131147540983606,Garbage
image-155,26,154,610,164,1057,13,26,18,1.4444444444444444,Garbage
image-155,27,87,72,564,1099,10.03125,164,43,3.813953488372093,Garbage
image-155,28,127,318,235,1083,10.291666666666666,247,19,13,Garbage
image-155,29,62,144,635,1153,10.5,21,14,1.5,Title
image-155,30,63,257,517,1146,13,26,20,1.3,Garbage
image-155,31,35,351,270,1176,10.529411764705882,179,18,9.944444444444445,Paragraph
image-156,0,1172,263,276,38,10.44,261,19,13.736842105263158,Garbage
image-156,1,1176,727,40,34,11,33,19,1.736842105263158,Garbage
image-156,2,911,237,530,96,13.555555555555555,33,222,0.14864864864864866,Garbage
image-156,3,911,592,178,196,13.7,30,122,0.2459016393442623,Garbage
image-156,4,1063,628,40,124,10.5,132,42,3.142857142857143,Garbage
image-156,5,879,300,253,330,10.291666666666666,247,20,12.35,Garbage
image-156,6,854,68,535,355,12.178571428571429,197,20,9.85,Title
image-156,7,856,592,180,354,14,28,19,1.4736842105263157,Garbage
image-156,8,824,336,286,388,10.470588235294118,178,17,10.470588235294118,Garbage
image-156,9,798,239,535,411,13,26,20,1.3,Garbage
image-156,10,722,239,533,435,13.166666666666666,28,72,0.3888888888888889,Garbage
image-156,11,774,594,180,410,12.75,26,45,0.5777777777777777,Garbage
image-156,12,725,594,181,462,12.5,25,42,0.5952380952380952,Garbage
image-156,13,641,283,231,520,10.387654320987654,286,68,4.205882352941177,Garbage
image-156,14,593,240,532,594,13.25,28,42,0.6666666666666666,Garbage
image-156,15,566,242,532,645,13,26,18,1.4444444444444444,Garbage
image-156,16,618,596,181,593,11.5,23,18,1.2777777777777777,Garbage
image-156,17,566,594,179,618,13.25,27,45,0.6,Garbage
image-156,18,509,299,240,675,10.2825,261,45,5.8,Garbage
image-156,19,459,239,535,726,12.75,26,44,0.5909090909090909,Garbage
image-156,20,460,594,178,725,13.5,28,44,0.6363636363636364,Garbage
image-156,21,433,334,281,779,10.882352941176473,185,17,10.882352941176471,Garbage
image-156,22,333,239,535,801,12.5,26,95,0.2736842105263158,Garbage
image-156,23,382,594,178,802,13.25,28,45,0.6222222222222222,Garbage
image-156,24,334,594,178,854,13.5,28,41,0.6829268292682927,Garbage
image-156,25,276,296,238,909,10.53875,266,44,6.045454545454546,Garbage
image-156,26,250,240,533,959,13.5,27,20,1.35,Garbage
image-156,27,250,593,178,957,14.5,29,22,1.3181818181818181,Garbage
image-156,28,220,334,281,992,10.882352941176473,185,17,10.882352941176471,Garbage
image-156,29,94,238,530,1015,12.9,32,120,0.26666666666666666,Garbage
image-156,30,170,594,177,1014,13.75,29,45,0.6444444444444445,Garbage
image-156,31,94,594,179,1066,12.5,27,69,0.391304347826087,Garbage
image-156,32,37,295,237,1147,10.61,268,45,5.955555555555556,Paragraph
image-157,0,1175,33,732,35,11.666666666666666,35,19,1.8421052631578947,Garbage
image-157,1,1175,124,118,37,11.16,558,17,32.8235294117647,Garbage
image-157,2,1089,69,581,98,10.318181818181818,150,42,3.5714285714285716,Garbage
image-157,3,1090,245,528,121,13.5,27,18,1.5,Garbage
image-157,4,1089,598,176,120,13,26,20,1.3,Garbage
image-157,5,1063,344,276,148,10.588235294117649,180,18,10,Garbage
image-157,6,938,247,525,171,12.7,28,120,0.23333333333333334,Garbage
image-157,7,937,602,170,171,13,28,121,0.23140495867768596,Garbage
image-157,8,881,301,234,305,10.425,265,43,6.162790697674419,Garbage
image-157,9,831,247,525,354,13.5,28,44,0.6363636363636364,Garbage
image-157,10,830,600,171,354,13.5,29,45,0.6444444444444445,Garbage
image-157,11,803,341,274,407,10.882352941176473,185,19,9.736842105263158,Garbage
image-157,12,780,247,527,430,13,26,19,1.368421052631579,Garbage
image-157,13,730,245,525,453,13.5,30,46,0.6521739130434783,Garbage
image-157,14,728,598,173,430,12.833333333333334,29,71,0.4084507042253521,Garbage
image-157,15,701,306,239,509,10.2,255,19,13.421052631578947,Garbage
image-157,16,677,64,530,533,11.444444444444445,206,19,10.842105263157896,Garbage
image-157,17,628,246,527,559,13.25,27,42,0.6428571428571429,Garbage
image-157,18,628,601,171,532,13,28,69,0.4057971014492754,Garbage
image-157,19,600,304,238,610,10.75,258,19,13.578947368421053,Garbage
image-157,20,550,61,534,637,10.428070175438595,205,42,4.880952380952381,Paragraph
image-157,21,523,341,276,687,10.764705882352942,183,19,9.631578947368421,Garbage
image-157,22,398,245,527,710,12.8,28,121,0.23140495867768596,Garbage
image-157,23,398,596,168,711,14.2,36,120,0.3,Garbage
image-157,24,370,296,232,840,10.461538461538462,272,19,14.31578947368421,Garbage
image-157,25,321,60,535,864,10.394736842105264,205,44,4.659090909090909,Paragraph
image-157,26,294,341,274,917,10.882352941176473,185,18,10.277777777777779,Garbage
image-157,27,270,245,527,938,14,28,21,1.3333333333333333,Garbage
image-157,28,270,602,174,939,12,24,20,1.2,Garbage
image-157,29,245,247,528,965,12.5,25,19,1.3157894736842106,Garbage
image-157,30,193,246,528,989,12.5,26,47,0.5531914893617021,Garbage
image-157,31,193,600,171,965,13,29,71,0.4084507042253521,Garbage
image-157,32,139,296,225,1047,10.385416666666668,279,43,6.488372093023256,Garbage
image-157,33,87,51,536,1096,9.95,213,46,4.630434782608695,Comment
image-157,34,62,129,652,1153,9.5,19,14,1.3571428571428572,Garbage
image-157,35,64,244,531,1147,12.5,25,18,1.3888888888888888,Garbage
image-157,36,63,596,175,1122,13.25,29,44,0.6590909090909091,Garbage
image-157,37,35,341,274,1175,10.882352941176473,185,19,9.736842105263158,Comment
image-158,0,1170,264,268,40,10.72,268,19,14.105263157894736,Garbage
image-158,1,1172,728,35,37,12.333333333333334,37,20,1.85,Garbage
image-158,2,1083,64,531,99,10.654761904761903,205,47,4.361702127659575,Garbage
image-158,3,983,241,529,150,13.5,30,96,0.3125,Garbage
image-158,4,983,597,175,98,12.916666666666666,28,148,0.1891891891891892,Garbage
image-158,5,955,294,238,255,10.307692307692308,268,19,14.105263157894736,Garbage
image-158,6,907,240,530,279,13.5,30,43,0.6976744186046512,Garbage
image-158,7,907,596,176,278,13.75,28,44,0.6363636363636364,Garbage
image-158,8,880,334,281,331,10.882352941176473,185,18,10.277777777777779,Garbage
image-158,9,830,242,532,355,12.5,26,44,0.5909090909090909,Garbage
image-158,10,779,241,531,407,13.5,28,43,0.6511627906976745,Garbage
image-158,11,753,242,531,457,13.5,27,19,1.4210526315789473,Garbage
image-158,12,753,594,176,354,12.9,30,122,0.2459016393442623,Garbage
image-158,13,661,70,536,523,10.944947209653092,194,45,4.311111111111111,Paragraph
image-158,14,636,72,533,573,10.821428571428571,195,20,9.75,Garbage
image-158,15,702,290,230,483,10.310185185185183,280,44,6.363636363636363,Garbage
image-158,16,638,592,178,523,12.666666666666666,30,68,0.4411764705882353,Garbage
image-158,17,610,340,280,601,10.588235294117649,180,18,10,Garbage
image-158,18,559,69,531,625,11.023378582202112,200,45,4.444444444444445,Garbage
image-158,19,434,242,530,675,12.6,28,120,0.23333333333333334,Garbage
image-158,20,407,241,534,802,12.5,25,20,1.25,Garbage
image-158,21,382,240,532,826,14,28,21,1.3333333333333333,Garbage
image-158,22,382,594,175,623,12.5,31,224,0.13839285714285715,Garbage
image-158,23,354,303,243,856,10.583333333333334,254,19,13.368421052631579,Garbage
image-158,24,309,62,540,876,10.116776315789473,198,44,4.5,Paragraph
image-158,25,311,628,37,877,9.388888888888888,135,41,3.292682926829268,Garbage
image-158,26,284,344,274,928,10.705882352941176,182,17,10.705882352941176,Garbage
image-158,27,264,70,537,946,11.352941176470589,193,19,10.157894736842104,Paragraph
image-158,28,239,631,40,946,10.625,129,44,2.9318181818181817,Garbage
image-158,29,214,130,650,1002,10,20,13,1.5384615384615385,Garbage
image-158,30,113,241,531,996,12.4,28,120,0.23333333333333334,Garbage
image-158,31,213,597,180,995,11.5,23,21,1.0952380952380953,Garbage
image-158,32,112,596,175,1020,13,29,97,0.29896907216494845,Garbage
image-158,33,84,304,246,1125,10.416666666666666,250,20,12.5,Garbage
image-158,34,37,242,532,1149,13,26,43,0.6046511627906976,Garbage
image-158,35,34,596,177,1148,13,27,47,0.574468085106383,Garbage
image-159,0,1174,37,729,37,11.333333333333334,34,18,1.8888888888888888,Garbage
